baseId,topic,level,question,optionA,optionB,optionC,optionD,correctOption,explanation,language,question_pt,optionA_pt,optionB_pt,optionC_pt,optionD_pt,explanation_pt,topic_pt,question_es,optionA_es,optionB_es,optionC_es,optionD_es,explanation_es,topic_es,question_fr,optionA_fr,optionB_fr,optionC_fr,optionD_fr,explanation_fr,topic_fr
astro_00284,Relativity & Fundamental Physics,2,What type of star is our Sun?,Red giant,White dwarf,Neutron star,Yellow dwarf,D,"The Sun is a G-type main-sequence star, often called a yellow dwarf.",en,Que tipo de estrela é o nosso Sol?,Gigante vermelho,Anã branca,Estrela de nêutrons,Anão amarelo,"O Sol é uma estrela de sequência principal do tipo G, geralmente chamada de anã amarela.",Relatividade e física fundamental,¿Qué tipo de estrella es nuestro Sol?,Gigante rojo,Enana blanca,Estrella de neutrones,Enano amarillo,"El Sol es una estrella de secuencia principal de tipo G, a menudo denominada enana amarilla.",Relatividad y física fundamental,Quel type d'étoile est notre soleil ?,Géant rouge,Naine blanche,Étoile à neutrons,Nain jaune,"Le Soleil est une étoile de type G de la séquence principale, souvent appelée naine jaune.",Relativité et physique fondamentale
astro_00285,Stellar Objects,5,What type of star system typically produces Type Ia supernovae?,Single massive stars,Binary systems with white dwarfs,Triple star systems,Neutron star binaries,B,Type Ia supernovae typically occur in binary systems where a white dwarf accretes matter from a companion star.,en,Que tipo de sistema estelar normalmente produz supernovas do tipo Ia?,Estrelas de massa única,Sistemas binários com anãs brancas,Sistemas de estrela tripla,Binários de estrelas de nêutrons,As supernovas do tipo Ia geralmente ocorrem em sistemas binários em que uma anã branca acumula matéria de uma estrela companheira.,Objetos estelares,¿Qué tipo de sistema estelar suele producir supernovas de tipo Ia?,Estrellas masivas individuales,Sistemas binarios con enanas blancas,Sistemas de triple estrella,Estrellas binarias de neutrones,Las supernovas de tipo Ia suelen producirse en sistemas binarios en los que una enana blanca absorbe materia de una estrella compañera.,Objetos estelares,Quel type de système stellaire produit généralement des supernovae de type Ia ?,Étoiles massives simples,Systèmes binaires avec naines blanches,Systèmes à trois étoiles,Binaires d'étoiles à neutrons,Les supernovae de type Ia se produisent généralement dans des systèmes binaires où une naine blanche accrète la matière d'une étoile compagnon.,Objets stellaires
astro_00286,Space Observation,3,What type of telescope is ALMA?,Optical,Radio,X-ray,Gamma-ray,B,ALMA (Atacama Large Millimeter Array) is a radio telescope array observing millimeter and submillimeter wavelengths.,en,Que tipo de telescópio é o ALMA?,Ótica,Rádio,Raio X,Raios gama,O ALMA (Atacama Large Millimeter Array) é um conjunto de radiotelescópios que observa comprimentos de onda milimétricos e submilimétricos.,Observação do espaço,¿Qué tipo de telescopio es ALMA?,Óptico,Radio,Rayos X,Rayos gamma,ALMA (Atacama Large Millimeter Array) es un conjunto de radiotelescopios que observa longitudes de onda milimétricas y submilimétricas.,Observación espacial,Quel est le type de télescope ALMA ?,Optique,Radio,Rayons X,Rayons gamma,ALMA (Atacama Large Millimeter Array) est un réseau de radiotélescopes observant les longueurs d'onde millimétriques et submillimétriques.,Observation de l'espace
astro_00287,Space Observation,2,What type of telescope is Hubble?,Radio telescope,Optical/ultraviolet telescope,X-ray telescope,Gamma-ray telescope,B,The Hubble Space Telescope primarily observes in optical and ultraviolet wavelengths of light.,en,Que tipo de telescópio é o Hubble?,Radiotelescópio,Telescópio óptico/ultravioleta,Telescópio de raios X,Telescópio de raios gama,O Telescópio Espacial Hubble faz observações principalmente em comprimentos de onda de luz óptica e ultravioleta.,Observação do espaço,¿Qué tipo de telescopio es el Hubble?,Radiotelescopio,Telescopio óptico/ultravioleta,Telescopio de rayos X,Telescopio de rayos gamma,El telescopio espacial Hubble observa principalmente en longitudes de onda ópticas y ultravioletas.,Observación espacial,Quel type de télescope est Hubble ?,Radiotélescope,Télescope optique/ultraviolet,Télescope à rayons X,Télescope à rayons gamma,Le télescope spatial Hubble observe principalement dans les longueurs d'onde optiques et ultraviolettes.,Observation de l'espace
astro_00288,Space Observation,5,What type of telescope is the James Webb Space Telescope?,Infrared space telescope,Optical space telescope,Radio telescope,X-ray telescope,A,JWST is primarily an infrared space telescope designed to observe in near to mid-infrared wavelengths.,en,Que tipo de telescópio é o Telescópio Espacial James Webb?,Telescópio espacial infravermelho,Telescópio espacial óptico,Radiotelescópio,Telescópio de raios X,O JWST é principalmente um telescópio espacial infravermelho projetado para observar comprimentos de onda no infravermelho próximo e médio.,Observação do espaço,¿Qué tipo de telescopio es el telescopio espacial James Webb?,Telescopio espacial infrarrojo,Telescopio espacial óptico,Radiotelescopio,Telescopio de rayos X,El JWST es principalmente un telescopio espacial infrarrojo diseñado para observar en longitudes de onda del infrarrojo cercano y medio.,Observación espacial,Quel type de télescope est le télescope spatial James Webb ?,Télescope spatial infrarouge,Télescope spatial optique,Radiotélescope,Télescope à rayons X,Le JWST est avant tout un télescope spatial infrarouge conçu pour observer dans les longueurs d'onde de l'infrarouge proche et moyen.,Observation de l'espace
astro_00289,Stellar Objects,3,What was discovered in July 2025 regarding black hole mergers?,The smallest black hole merger,The most massive black hole merger ever detected,The first black hole merger,A merger that created a wormhole,B,"In July 2025, gravitational waves revealed the most massive black hole merger ever detected, setting new records.",en,O que foi descoberto em julho de 2025 com relação à fusão de buracos negros?,A menor fusão de buracos negros,A fusão de buracos negros mais maciça já detectada,A primeira fusão de buracos negros,Uma fusão que criou um buraco de minhoca,"Em julho de 2025, ondas gravitacionais revelaram a fusão de buracos negros mais massiva já detectada, estabelecendo novos recordes.",Objetos estelares,¿Qué se descubrió en julio de 2025 sobre las fusiones de agujeros negros?,La fusión de agujeros negros más pequeña,La fusión de agujeros negros más masiva jamás detectada,La primera fusión de agujeros negros,Una fusión que creó un agujero de gusano,"En julio de 2025, las ondas gravitacionales revelaron la fusión de agujeros negros más masiva jamás detectada, estableciendo nuevos récords.",Objetos estelares,Qu'a-t-on découvert en juillet 2025 concernant les fusions de trous noirs ?,La plus petite fusion de trous noirs,La fusion de trous noirs la plus massive jamais détectée,La première fusion de trous noirs,Une fusion qui a créé un trou de ver,"En juillet 2025, les ondes gravitationnelles ont révélé la fusion de trous noirs la plus massive jamais détectée, établissant ainsi de nouveaux records.",Objets stellaires
astro_00290,Scientists,4,What was Stephen Hawking's most famous contribution to physics?,Theory of relativity,Black hole physics and Hawking radiation,Quantum mechanics,Laws of motion,B,Stephen Hawking is best known for his work on black hole physics and the theoretical prediction of Hawking radiation.,en,Qual foi a contribuição mais famosa de Stephen Hawking para a física?,Teoria da relatividade,Física de buracos negros e radiação Hawking,Mecânica quântica,Leis do movimento,Stephen Hawking é mais conhecido por seu trabalho sobre a física dos buracos negros e pela previsão teórica da radiação Hawking.,Cientistas,¿Cuál fue la contribución más famosa de Stephen Hawking a la física?,Teoría de la relatividad,Física de los agujeros negros y radiación de Hawking,Mecánica cuántica,Leyes del movimiento,Stephen Hawking es conocido sobre todo por sus trabajos sobre la física de los agujeros negros y la predicción teórica de la radiación de Hawking.,Científicos,Quelle a été la contribution la plus célèbre de Stephen Hawking à la physique ?,Théorie de la relativité,Physique des trous noirs et rayonnement de Hawking,Mécanique quantique,Lois du mouvement,Stephen Hawking est surtout connu pour ses travaux sur la physique des trous noirs et la prédiction théorique du rayonnement de Hawking.,Scientifiques
astro_00291,Space Missions,1,What was the first human-made object to leave the Solar System?,Voyager 1,Voyager 2,Pioneer 10,New Horizons,A,Voyager 1 became the first human-made object to enter interstellar space in 2012.,en,Qual foi o primeiro objeto feito pelo homem a deixar o Sistema Solar?,Voyager 1,Voyager 2,Pioneiro 10,Novos Horizontes,A Voyager 1 foi o primeiro objeto de fabricação humana a entrar no espaço interestelar em 2012.,Missões espaciais,¿Cuál fue el primer objeto fabricado por el hombre que abandonó el Sistema Solar?,Voyager 1,Voyager 2,Pioneer 10,Nuevos horizontes,Voyager 1 se convirtió en 2012 en el primer objeto fabricado por el ser humano en entrar en el espacio interestelar.,Misiones espaciales,Quel a été le premier objet fabriqué par l'homme à quitter le système solaire ?,Voyager 1,Voyager 2,Pionnier 10,Nouveaux horizons,Voyager 1 est devenu le premier objet fabriqué par l'homme à entrer dans l'espace interstellaire en 2012.,Missions spatiales
astro_00292,Space Missions,3,What was the primary goal of the Cassini mission?,Study Jupiter,Study Saturn and its moons,Study Mars,Study Venus,B,Cassini's primary goal was to study Saturn its rings and moons during its 13-year mission.,en,Qual era o principal objetivo da missão Cassini?,Estudo Júpiter,Estudar Saturno e suas luas,Estudar Marte,Estudo Vênus,"O principal objetivo da Cassini era estudar Saturno, seus anéis e luas durante sua missão de 13 anos.",Missões espaciais,¿Cuál era el objetivo principal de la misión Cassini?,Estudio Júpiter,Estudiar Saturno y sus lunas,Estudiar Marte,Estudio Venus,El objetivo principal de Cassini era estudiar los anillos y las lunas de Saturno durante su misión de 13 años.,Misiones espaciales,Quel était l'objectif principal de la mission Cassini ?,Étude Jupiter,Étudier Saturne et ses lunes,Étudier Mars,Étude Vénus,"L'objectif principal de Cassini était d'étudier Saturne, ses anneaux et ses lunes au cours de sa mission de 13 ans.",Missions spatiales
astro_00293,Space Missions,4,What was unique about the DART mission?,First asteroid deflection test,First comet landing,First Mars helicopter,First Jupiter probe,A,DART (Double Asteroid Redirection Test) was the first mission to successfully demonstrate asteroid deflection.,en,O que a missão DART tinha de especial?,Primeiro teste de deflexão de asteroides,Primeiro pouso em um cometa,Primeiro helicóptero para Marte,Primeira sonda de Júpiter,O DART (Double Asteroid Redirection Test) foi a primeira missão a demonstrar com sucesso a deflexão de um asteroide.,Missões espaciais,¿Qué tenía de especial la misión DART?,Primera prueba de desviación de un asteroide,Primer aterrizaje en un cometa,Primer helicóptero de Marte,Primera sonda a Júpiter,DART (Double Asteroid Redirection Test) fue la primera misión que demostró con éxito la desviación de asteroides.,Misiones espaciales,En quoi la mission de l'EICC était-elle unique ?,Premier essai de déviation d'un astéroïde,Premier atterrissage sur une comète,Premier hélicoptère pour Mars,Première sonde de Jupiter,DART (Double Asteroid Redirection Test) a été la première mission à démontrer avec succès la déviation d'un astéroïde.,Missions spatiales
astro_00294,Space Missions,5,What was unique about the InSight mission to Mars?,It studied the atmosphere,It drilled into the surface,It studied Mars' interior,It searched for life,C,InSight was the first mission dedicated to studying Mars' deep interior structure and seismic activity.,en,O que foi único na missão InSight a Marte?,Ele estudou a atmosfera,Ele perfurou a superfície,Ele estudou o interior de Marte,Ele buscou a vida,A InSight foi a primeira missão dedicada a estudar a estrutura interior profunda e a atividade sísmica de Marte.,Missões espaciais,¿Qué tuvo de especial la misión InSight a Marte?,Estudió la atmósfera,Perforó la superficie,Estudió el interior de Marte,Buscó la vida,InSight fue la primera misión dedicada a estudiar la estructura interior profunda y la actividad sísmica de Marte.,Misiones espaciales,En quoi la mission InSight sur Mars était-elle unique ?,Il a étudié l'atmosphère,Il a percé la surface,Il a étudié l'intérieur de Mars,Il a cherché la vie,InSight a été la première mission consacrée à l'étude de la structure intérieure profonde et de l'activité sismique de Mars.,Missions spatiales
